id,season,team A,team B,Win_ratio_A,Win_ratio_B
913,2019,Rising Pune Supergiants,Deccan Chargers,0,0
914,2019,Rising Pune Supergiants,Kochi Tuskers Kerala,0,0
915,2019,Rising Pune Supergiants,Pune Warriors,0,0
916,2019,Gujarat Lions,Kolkata Knight Riders,0.75,0.25
917,2019,Gujarat Lions,Chennai Super Kings,0,0
918,2019,Gujarat Lions,Rajasthan Royals,0,0
919,2019,Gujarat Lions,Deccan Chargers,0,0
920,2019,Gujarat Lions,Kochi Tuskers Kerala,0,0
921,2019,Gujarat Lions,Pune Warriors,0,0
922,2019,Kolkata Knight Riders,Chennai Super Kings,0.39,0.61
923,2019,Kolkata Knight Riders,Rajasthan Royals,0.5,0.5
924,2019,Kolkata Knight Riders,Deccan Chargers,0.78,0.22
925,2019,Kolkata Knight Riders,Kochi Tuskers Kerala,0,1
926,2019,Kolkata Knight Riders,Pune Warriors,0.8,0.2
927,2019,Chennai Super Kings,Rajasthan Royals,0.63,0.37
928,2019,Chennai Super Kings,Deccan Chargers,0.6,0.4
929,2019,Chennai Super Kings,Kochi Tuskers Kerala,0.5,0.5
930,2019,Chennai Super Kings,Pune Warriors,0.67,0.33
931,2019,Rajasthan Royals,Deccan Chargers,0.78,0.22
932,2019,Rajasthan Royals,Kochi Tuskers Kerala,0.5,0.5
933,2019,Rajasthan Royals,Pune Warriors,0.8,0.2
934,2019,Deccan Chargers,Kochi Tuskers Kerala,1,0
935,2019,Deccan Chargers,Pune Warriors,0.75,0.25
936,2019,Kochi Tuskers Kerala,Pune Warriors,0,1
937,2020,Royal Challengers Bangalore,Sunrisers Hyderabad,0.43,0.57
938,2020,Royal Challengers Bangalore,Delhi Daredevils,0.7,0.3
939,2020,Royal Challengers Bangalore,Kings XI Punjab,0.5,0.5
940,2020,Royal Challengers Bangalore,Mumbai Indians,0.36,0.64
941,2020,Royal Challengers Bangalore,Rising Pune Supergiants,1,0
942,2020,Royal Challengers Bangalore,Gujarat Lions,0.6,0.4
943,2020,Royal Challengers Bangalore,Kolkata Knight Riders,0.42,0.58
944,2020,Royal Challengers Bangalore,Chennai Super Kings,0.35,0.65
945,2020,Royal Challengers Bangalore,Rajasthan Royals,0.44,0.56
946,2020,Royal Challengers Bangalore,Deccan Chargers,0.45,0.55
947,2020,Royal Challengers Bangalore,Kochi Tuskers Kerala,1,0
948,2020,Royal Challengers Bangalore,Pune Warriors,1,0
949,2020,Sunrisers Hyderabad,Delhi Daredevils,0.67,0.33
950,2020,Sunrisers Hyderabad,Kings XI Punjab,0.71,
951,2020,Sunrisers Hyderabad,Mumbai Indians,0.5,0.5
952,2020,Sunrisers Hyderabad,Rising Pune Supergiants,0.5,0.5
953,2020,Sunrisers Hyderabad,Gujarat Lions,1,0
954,2020,Sunrisers Hyderabad,Kolkata Knight Riders,0.41,0.59
955,2020,Sunrisers Hyderabad,Chennai Super Kings,0.25,0.75
956,2020,Sunrisers Hyderabad,Rajasthan Royals,0.55,0.45
957,2020,Sunrisers Hyderabad,Deccan Chargers,0,0
958,2020,Sunrisers Hyderabad,Kochi Tuskers Kerala,0,0
959,2020,Sunrisers Hyderabad,Pune Warriors,1,0
960,2020,Delhi Daredevils,Kings XI Punjab,0.41,0.59
961,2020,Delhi Daredevils,Mumbai Indians,0.5,0.5
962,2020,Delhi Daredevils,Rising Pune Supergiants,0,1
963,2020,Delhi Daredevils,Gujarat Lions,0.75,0.25
964,2020,Delhi Daredevils,Kolkata Knight Riders,0.38,0.62
965,2020,Delhi Daredevils,Chennai Super Kings,0.33,0.67
966,2020,Delhi Daredevils,Rajasthan Royals,0.39,0.61
967,2020,Delhi Daredevils,Deccan Chargers,0.64,0.36
968,2020,Delhi Daredevils,Kochi Tuskers Kerala,0.5,0.5
969,2020,Delhi Daredevils,Pune Warriors,0.6,0.4
970,2020,Kings XI Punjab,Mumbai Indians,0.46,0.54
971,2020,Kings XI Punjab,Rising Pune Supergiants,0.5,0.5
972,2020,Kings XI Punjab,Gujarat Lions,0.5,0.5
973,2020,Kings XI Punjab,Kolkata Knight Riders,0.32,0.68
974,2020,Kings XI Punjab,Chennai Super Kings,0.57,0.43
975,2020,Kings XI Punjab,Rajasthan Royals,0.47,0.43
976,2020,Kings XI Punjab,Deccan Chargers,0.7,0.3
977,2020,Kings XI Punjab,Kochi Tuskers Kerala,1,0
978,2020,Kings XI Punjab,Pune Warriors,0,0
979,2020,Mumbai Indians,Rising Pune Supergiants,0.5,0.5
980,2020,Mumbai Indians,Gujarat Lions,0.5,0.5
981,2020,Mumbai Indians,Kolkata Knight Riders,0.76,0.24
982,2020,Mumbai Indians,Chennai Super Kings,0.61,0.39
983,2020,Mumbai Indians,Rajasthan Royals,0.5,0.5
984,2020,Mumbai Indians,Deccan Chargers,0.6,0.4
985,2020,Mumbai Indians,Kochi Tuskers Kerala,0,1
986,2020,Mumbai Indians,Pune Warriors,0.83,0.17
987,2020,Rising Pune Supergiants,Gujarat Lions,0,1
988,2020,Rising Pune Supergiants,Kolkata Knight Riders,0,1
989,2020,Rising Pune Supergiants,Chennai Super Kings,0,0
990,2020,Rising Pune Supergiants,Rajasthan Royals,0,0
991,2020,Rising Pune Supergiants,Deccan Chargers,0,0
992,2020,Rising Pune Supergiants,Kochi Tuskers Kerala,0,0
993,2020,Rising Pune Supergiants,Pune Warriors,0,0
994,2020,Gujarat Lions,Kolkata Knight Riders,0.75,0.25
995,2020,Gujarat Lions,Chennai Super Kings,0,0
996,2020,Gujarat Lions,Rajasthan Royals,0,0
997,2020,Gujarat Lions,Deccan Chargers,0,0
998,2020,Gujarat Lions,Kochi Tuskers Kerala,0,0
999,2020,Gujarat Lions,Pune Warriors,0,0
1000,2020,Kolkata Knight Riders,Chennai Super Kings,0.35,0.65
1001,2020,Kolkata Knight Riders,Rajasthan Royals,0.5,0.5
1002,2020,Kolkata Knight Riders,Deccan Chargers,0.78,0.22
1003,2020,Kolkata Knight Riders,Kochi Tuskers Kerala,0,1
1004,2020,Kolkata Knight Riders,Pune Warriors,0.8,0.2
1005,2020,Chennai Super Kings,Rajasthan Royals,0.67,0.33
1006,2020,Chennai Super Kings,Deccan Chargers,0.6,0.4
1007,2020,Chennai Super Kings,Kochi Tuskers Kerala,0.5,0.5
1008,2020,Chennai Super Kings,Pune Warriors,0.67,0.33
1009,2020,Rajasthan Royals,Deccan Chargers,0.78,0.22
1010,2020,Rajasthan Royals,Kochi Tuskers Kerala,0.5,0.5
1011,2020,Rajasthan Royals,Pune Warriors,0.8,0.2
1012,2020,Deccan Chargers,Kochi Tuskers Kerala,1,0
1013,2020,Deccan Chargers,Pune Warriors,0.75,0.25
1014,2020,Kochi Tuskers Kerala,Pune Warriors,0,1
